./training_data/IMG/center_2017_02_15_01_52_57_717.jpg,./training_data/IMG/left_2017_02_15_01_52_57_717.jpg,./training_data/IMG/right_2017_02_15_01_52_57_717.jpg,0,0,0,8.672503E-06
./training_data/IMG/center_2017_02_15_01_52_57_790.jpg,./training_data/IMG/left_2017_02_15_01_52_57_790.jpg,./training_data/IMG/right_2017_02_15_01_52_57_790.jpg,0,0,0,1.97691E-05
./training_data/IMG/center_2017_02_15_01_52_57_861.jpg,./training_data/IMG/left_2017_02_15_01_52_57_861.jpg,./training_data/IMG/right_2017_02_15_01_52_57_861.jpg,0,0,0,5.124059E-06
./training_data/IMG/center_2017_02_15_01_52_57_930.jpg,./training_data/IMG/left_2017_02_15_01_52_57_930.jpg,./training_data/IMG/right_2017_02_15_01_52_57_930.jpg,0,0,0,1.024404E-05
./training_data/IMG/center_2017_02_15_01_52_57_998.jpg,./training_data/IMG/left_2017_02_15_01_52_57_998.jpg,./training_data/IMG/right_2017_02_15_01_52_57_998.jpg,0,0,0,9.677674E-06
./training_data/IMG/center_2017_02_15_01_52_58_069.jpg,./training_data/IMG/left_2017_02_15_01_52_58_069.jpg,./training_data/IMG/right_2017_02_15_01_52_58_069.jpg,0,0,0,2.04651E-05
./training_data/IMG/center_2017_02_15_01_52_58_139.jpg,./training_data/IMG/left_2017_02_15_01_52_58_139.jpg,./training_data/IMG/right_2017_02_15_01_52_58_139.jpg,0,0,0,3.125704E-06
./training_data/IMG/center_2017_02_15_01_52_58_210.jpg,./training_data/IMG/left_2017_02_15_01_52_58_210.jpg,./training_data/IMG/right_2017_02_15_01_52_58_210.jpg,0,0,0,9.181324E-06
./training_data/IMG/center_2017_02_15_01_52_58_278.jpg,./training_data/IMG/left_2017_02_15_01_52_58_278.jpg,./training_data/IMG/right_2017_02_15_01_52_58_278.jpg,0,0,0,2.375775E-05
./training_data/IMG/center_2017_02_15_01_52_58_353.jpg,./training_data/IMG/left_2017_02_15_01_52_58_353.jpg,./training_data/IMG/right_2017_02_15_01_52_58_353.jpg,0,0,0,2.340286E-05
./training_data/IMG/center_2017_02_15_01_52_58_426.jpg,./training_data/IMG/left_2017_02_15_01_52_58_426.jpg,./training_data/IMG/right_2017_02_15_01_52_58_426.jpg,0,0.233379,0,0.1280397
./training_data/IMG/center_2017_02_15_01_52_58_491.jpg,./training_data/IMG/left_2017_02_15_01_52_58_491.jpg,./training_data/IMG/right_2017_02_15_01_52_58_491.jpg,0,0.4139941,0,0.3722984
./training_data/IMG/center_2017_02_15_01_52_58_568.jpg,./training_data/IMG/left_2017_02_15_01_52_58_568.jpg,./training_data/IMG/right_2017_02_15_01_52_58_568.jpg,0,0.656979,0,0.8804029
./training_data/IMG/center_2017_02_15_01_52_58_636.jpg,./training_data/IMG/left_2017_02_15_01_52_58_636.jpg,./training_data/IMG/right_2017_02_15_01_52_58_636.jpg,0,0.877215,0,1.650719
